1,2024-10-04,06:17:43,1,120,2,
2,2024-10-04,06:17:43,1,130,2,
3,2024-10-04,06:17:43,1,11,2,
4,2024-10-04,06:17:43,1,24,2,
5,2024-10-04,06:17:43,1,36,2,
6,2024-10-04,06:21:17,1,1,1,
7,2024-10-04,06:21:17,1,2,1,
8,2024-10-04,06:21:17,1,3,1,
9,2024-10-04,06:21:17,1,4,1,
10,2024-10-04,06:21:17,1,5,1,
11,2024-10-04,06:21:17,1,6,1,
12,2024-10-04,06:21:17,1,7,1,
1,2024-10-04,06:30:41,1,1,1,Prueba
2,2024-10-04,06:30:41,1,2,1,Prueba
3,2024-10-04,06:30:41,1,3,1,Prueba
4,2024-10-04,06:30:41,1,4,1,Prueba
5,2024-10-04,06:30:41,1,5,1,Prueba
6,2024-10-04,06:30:41,1,6,1,Prueba
7,2024-10-04,06:30:41,1,7,1,Prueba
8,2024-10-04,06:30:41,1,8,1,Prueba
9,2024-10-04,06:30:41,1,9,1,Prueba
10,2024-10-04,06:30:41,1,10,1,Prueba
11,2024-10-04,06:30:41,1,11,1,Prueba
12,2024-10-04,06:30:41,1,12,1,Prueba
13,2024-10-04,06:30:41,1,13,1,Prueba
14,2024-10-04,06:30:41,1,14,1,Prueba
15,2024-10-04,06:30:41,1,15,1,Prueba
16,2024-10-04,06:30:41,1,16,1,Prueba
17,2024-10-04,06:30:41,1,17,1,Prueba
18,2024-10-04,06:30:41,1,18,1,Prueba
19,2024-10-04,06:30:41,1,19,1,Prueba
20,2024-10-04,06:30:41,1,20,1,Prueba
21,2024-10-04,06:30:41,1,21,1,Prueba
22,2024-10-04,06:30:41,1,22,1,Prueba
23,2024-10-04,06:30:41,1,23,1,Prueba
24,2024-10-04,06:30:41,1,24,1,Prueba
25,2024-10-04,06:30:41,1,25,1,Prueba
26,2024-10-04,06:30:41,1,26,1,Prueba
27,2024-10-04,06:30:41,1,27,1,Prueba
28,2024-10-04,06:30:41,1,28,1,Prueba
29,2024-10-04,06:30:41,1,29,1,Prueba
30,2024-10-04,06:30:41,1,30,1,Prueba
31,2024-10-04,06:30:41,1,31,1,Prueba
32,2024-10-04,06:30:41,1,32,1,Prueba
33,2024-10-04,06:30:41,1,33,1,Prueba
34,2024-10-04,06:30:41,1,34,1,Prueba
35,2024-10-04,06:30:41,1,35,1,Prueba
36,2024-10-04,06:30:41,1,36,1,Prueba
37,2024-10-04,06:30:41,1,37,1,Prueba
38,2024-10-04,06:30:41,1,38,1,Prueba
39,2024-10-04,06:30:41,1,39,1,Prueba
40,2024-10-04,06:30:41,1,40,1,Prueba
41,2024-10-04,06:30:41,1,41,1,Prueba
42,2024-10-04,06:30:41,1,42,1,Prueba
43,2024-10-04,06:30:41,1,43,1,Prueba
44,2024-10-04,06:30:41,1,44,1,Prueba
45,2024-10-04,06:30:41,1,45,1,Prueba
46,2024-10-04,06:30:41,1,46,1,Prueba
47,2024-10-04,06:30:41,1,47,1,Prueba
48,2024-10-04,06:30:41,1,48,1,Prueba
49,2024-10-04,06:30:41,1,49,1,Prueba
50,2024-10-04,06:30:41,1,50,1,Prueba
51,2024-10-04,06:30:41,1,51,1,Prueba
52,2024-10-04,06:30:41,1,52,1,Prueba
53,2024-10-04,06:30:41,1,53,1,Prueba
54,2024-10-04,06:30:41,1,54,1,Prueba
55,2024-10-04,06:30:41,1,55,1,Prueba
56,2024-10-04,06:30:41,1,56,1,Prueba
57,2024-10-04,06:30:41,1,57,1,Prueba
58,2024-10-04,06:30:41,1,58,1,Prueba
59,2024-10-04,06:30:41,1,59,1,Prueba
60,2024-10-04,06:30:41,1,60,1,Prueba
61,2024-10-04,06:30:41,1,61,1,Prueba
62,2024-10-04,06:30:41,1,62,1,Prueba
63,2024-10-04,06:30:41,1,63,1,Prueba
64,2024-10-04,06:30:41,1,64,1,Prueba
65,2024-10-04,06:30:41,1,65,1,Prueba
66,2024-10-04,06:30:41,1,66,1,Prueba
67,2024-10-04,06:30:41,1,67,1,Prueba
68,2024-10-04,06:30:41,1,68,1,Prueba
69,2024-10-04,06:30:41,1,69,1,Prueba
70,2024-10-04,06:30:41,1,70,1,Prueba
71,2024-10-04,06:30:41,1,71,1,Prueba
72,2024-10-04,06:30:41,1,72,1,Prueba
73,2024-10-04,06:30:41,1,73,1,Prueba
74,2024-10-04,06:30:41,1,74,1,Prueba
75,2024-10-04,06:30:41,1,75,1,Prueba
76,2024-10-04,06:30:41,1,76,1,Prueba
77,2024-10-04,06:30:41,1,77,1,Prueba
78,2024-10-04,06:30:41,1,78,1,Prueba
79,2024-10-04,06:30:41,1,79,1,Prueba
80,2024-10-04,06:30:41,1,80,1,Prueba
81,2024-10-04,06:30:41,1,81,1,Prueba
82,2024-10-04,06:30:41,1,82,1,Prueba
83,2024-10-04,06:30:41,1,83,1,Prueba
84,2024-10-04,06:30:41,1,84,1,Prueba
85,2024-10-04,06:30:41,1,85,1,Prueba
86,2024-10-04,06:30:41,1,86,1,Prueba
87,2024-10-04,06:30:41,1,87,1,Prueba
88,2024-10-04,06:30:41,1,88,1,Prueba
89,2024-10-04,06:30:41,1,89,1,Prueba
90,2024-10-04,06:30:41,1,90,1,Prueba
91,2024-10-04,06:30:41,1,91,1,Prueba
92,2024-10-04,06:30:41,1,92,1,Prueba
93,2024-10-04,06:30:41,1,93,1,Prueba
94,2024-10-04,06:30:41,1,94,1,Prueba
95,2024-10-04,06:30:41,1,95,1,Prueba
